Sentence,Class
Then the custommer arrives to neutral zone where he waits for the plane to arrive,Relevant
When the boarding is open the customer stands in line waiting for his turn to board,Relevant
The custommer gives his id or passport again and to the employee,Relevant
The employee send the customer to his way to get in the plane ,Relevant
The customer then go and sits in the plane  the process is finished,Relevant
Delhaize is a belgian supermaket,Irrelevant
The process starts when the customer enters the Delhaize supermaket,Relevant
The customer looks for the products he needs,Relevant
The customer asks an employee for a product he can t find,Relevant
The employee looks for the product on radius,Relevant
The employee looks for the product in stock if it s not on radius,Relevant
The employee come back with the product and give it to the custommer,Relevant
The custommer goes to the supermarket checkout to pay the products,Relevant
The employee scans all the products at the checkout,Relevant
Then the employee annonce the price so the customer can pay,Relevant
The customer then pays by card or cahs and leave the supermaket with his groceries  the process is finished,Relevant
The process starts when the customer log in on the website with his account,Relevant
The custommer Looks for products he wants to buy,Relevant
Like a nike hoodie fo example,Irrelevant
Once he found products he wants to buy the customer adds them to his cart,Relevant
The customer clicks on the cart icon,Relevant
The website give him the total price of the cart,Relevant
Then the customer enters a coupon if he has one,Relevant
The customer then enters his choice to which way he wants to receive the products,Relevant
The site asks him how he wants to pay,Relevant
The custommer pays with the card or account he chose,Relevant
Then the site confirms the order by sending a mail  the process is finished,Relevant
Trafic is a chain stores  which also offer  Click and Collect  service,Irrelevant
The process starts when a customer goes on the website,Relevant
The customer choses the goods that he wants and put on the online cart,Relevant
The customer confirm the command and choses in which store he want to be deliver,Relevant
For example  he want a table and he want to be deliver  in Saint Georges  Trafic,Irrelevant
Then  the store is notified and need to prepare the command,Relevant
The employee check if they have the good or not,Relevant
If they don t have the command in the stock  they command it,Relevant
When the command is prepared  the store notifies the client with an email,Relevant
Then the client comes to the store and takes his order,Relevant
The clients goes to the checkout and pays,Relevant
The client leave the store and this is the end of the process,Relevant
Autosécurité is a center where you go to do the technical control of your car ,Irrelevant
The process starts when the date of  validity of your latest certificate is near to the end,Relevant
For example  the certificate end the 1rst december 2021,Irrelevant
The person recieve a letter and is invited to take an appointment,Relevant
Then  the person goes on the website  choose a date and a place,Relevant
For example  she chooses 27 november in the Autosécurité center of Waremme,Irrelevant
Then  the person goes to the center and wait in the queue with her car,Relevant
When it s her turn  the person enter in the garage with her car.,Relevant
The workers check the car and they make it pass several tests,Relevant
An example of test is the brake test,Irrelevant
Then  when all tests are made  the person can take his car back and goes to the parking,Relevant
